8183587	1243	14	14	1	0
8938120	1243	14	14	1	0
3319982	1243	14	14	1	0
7027816	1243	14	14	1	0
9843488	1243	14	14	1	0
16677955	1243	14	14	1	0
8434027	1243	14	14	1	0
5880164	1243	14	14	1	0
20816799	1243	14	14	1	0
10305180	1243	14	14	1	0
1619405	1243	14	14	2	0
5394491	1243	14	14	1	0
12297216	1243	14	14	1	0
13404867	1243	14	14	0	1
2204292	1243	14	14	1	0
21873096	1243	14	14	1	0
1315493	1243	18	18	1	0
14829123	1243	18	18	1	0
9191085	1243	18	18	1	0
23400016	1243	18	18	1	0
15185781	1243	18	18	1	0
11223912	1243	18	18	1	0
23733084	1243	18	18	1	0
13630429	1243	18	18	1	0
15830588	1243	18	18	1	0
3924800	1243	18	18	1	0
21101150	1243	18	18	1	0
3559260	1243	18	18	1	0
6974900	1243	18	18	1	0
23647234	1243	18	18	1	0
9383632	1243	18	18	1	0
2428484	1243	18	18	1	0
19075951	1243	18	18	1	0
9020771	1243	18	18	1	0
4715756	1243	18	18	1	0
7576486	1243	18	18	1	0
20229195	1243	18	18	1	0
12653673	1243	18	18	1	0
18319698	1243	18	18	1	0
8089677	1243	18	18	1	0
18427383	1243	18	18	1	0
17700130	1243	18	18	1	0
21517950	1243	18	18	1	0
21993993	1243	18	18	1	0
23020172	1243	18	18	1	0
14552193	1243	18	18	1	0
1071317	1243	18	18	1	0
20612108	1243	23	23	1	0
23824043	1243	23	23	1	0
9938453	1243	23	23	1	0
22881580	1243	23	23	1	0
23034312	1243	23	23	1	0
4372238	1243	23	23	1	0
10806065	1243	23	23	1	0
7865551	1243	23	23	1	0
9213337	1243	23	23	1	0
18429715	1243	23	23	1	0
6219152	1243	23	23	1	0
16974436	494	30	26	1	0
16406628	494	30	26	1	0
23641731	494	30	26	1	0
17242192	494	30	26	1	0
18600954	494	30	26	1	0
23714465	494	30	26	1	0
9885777	494	30	26	1	0
16212678	494	30	26	1	0
19531439	494	30	26	1	0
22061478	494	30	26	1	0
23637342	494	30	26	1	0
20779440	494	30	26	1	0
985386	494	30	26	1	0
7472687	494	30	26	1	0
23553082	494	30	26	1	0
12588268	494	30	26	1	0
22204580	494	30	26	1	0
17223261	494	30	26	1	0
22189738	494	30	26	1	0
22097189	494	30	26	1	0
23174486	494	30	26	1	0
19971244	494	30	26	1	0
10938995	494	30	26	1	0
20893321	494	30	26	1	0
23438793	494	30	26	1	0
16122459	494	30	26	1	0
4312200	494	30	26	1	0
8968232	494	30	26	1	0
21214378	494	30	26	1	0
14363045	494	30	26	1	0
16015783	494	30	26	1	0
23698838	494	30	26	1	0
16494511	494	30	26	1	0
23631063	494	30	26	1	0
22087972	494	30	26	1	0
20246123	494	30	26	2	0
23633247	494	30	26	1	0
20983425	494	30	26	1	0
20568978	494	30	26	1	0
20217046	494	30	26	1	0
21424118	494	30	26	1	0
11066561	494	30	26	1	0
14325341	494	30	26	1	0
12237381	494	30	26	1	0
23640008	494	30	26	1	0
6050023	494	30	26	1	0
20811301	494	30	26	1	0
14227562	494	30	26	1	0
19732258	494	30	26	1	0
22100846	494	30	26	1	0
22113536	494	30	26	1	0
22953052	494	30	26	1	0
19873560	494	30	26	1	0
15489654	494	30	26	1	0
13908654	494	30	26	1	0
22091936	494	30	26	1	0
21443456	494	30	26	1	0
19829990	494	30	26	1	0
17816723	494	30	26	1	0
22277418	494	30	26	1	0
19169756	494	30	26	1	0
19174711	494	30	26	1	0
15796839	494	30	26	1	0
16263614	494	30	26	1	0
23632922	494	30	26	1	0
16942037	494	30	26	1	0
17235823	494	30	26	1	0
22098445	494	30	26	1	0
18475717	494	30	26	1	0
17338117	494	30	26	1	0
6007920	494	30	26	1	0
18275644	494	30	26	1	0
21139082	494	30	26	1	0
19973896	494	30	26	1	0
22085773	494	30	26	1	0
19560760	494	30	26	1	0
21134235	494	30	26	1	0
21568783	494	30	26	1	0
13025751	494	30	26	1	0
16374794	494	30	26	1	0
20341106	494	30	26	1	0
22107584	494	30	26	1	0
2109518	494	30	26	1	0
21214622	494	30	26	1	0
17323479	1243	40	27	1	0
17776698	1243	40	27	1	0
10044501	1243	40	27	1	0
21058594	1243	40	27	1	0
991608	1243	40	27	1	0
12026968	1243	40	27	1	0
12687634	1243	40	27	1	0
3455575	1243	40	27	1	0
13750613	1243	40	27	1	0
17110611	1243	40	27	1	0
6050717	1243	40	27	1	0
11169736	1243	40	27	1	0
17747132	1243	40	27	1	0
21491758	1243	40	27	1	0
12192238	1243	40	27	1	0
7416921	1243	40	27	1	0
11427532	1243	40	27	1	0
10902133	1243	40	27	1	0
20578927	1243	40	27	1	0
23107504	1243	40	27	1	0
5385667	1243	40	27	1	0
22948826	1243	40	27	1	0
14689053	1243	40	27	1	0
16100890	1243	40	27	1	0
6924543	1243	40	27	1	0
14647893	1243	40	27	1	0
13819508	677	53	31	1	0
21196153	677	53	31	1	0
22012361	677	53	31	1	0
14830081	677	53	31	1	0
18382725	677	53	31	1	0
1730418	677	53	31	1	0
13051202	677	53	31	1	0
23291799	677	53	31	1	0
7363305	677	53	31	1	0
16072076	677	53	31	1	0
18496023	677	53	31	1	0
7942670	677	53	31	1	0
15321117	677	53	31	1	0
10999709	1243	58	36	1	0
22851349	1243	58	36	1	0
12221595	1243	58	36	1	0
16196880	1243	58	36	1	0
6287988	1243	58	36	1	0
1311211	1243	58	36	1	0
19750569	1243	58	36	1	0
17705109	1243	58	36	1	0
7512199	1243	58	36	1	0
18990243	1243	58	36	1	0
5896062	1243	58	36	1	0
9465723	1243	58	36	1	0
22051624	1243	58	36	1	0
1802126	1243	58	36	1	0
2740668	1243	58	36	1	0
11698485	1243	58	36	1	0
3742595	1243	58	36	1	0
17207299	1243	58	36	1	0
19329015	1243	58	36	1	0
3600257	1243	58	36	1	0
4914810	1243	58	36	1	0
4383660	1243	58	36	1	0
21778294	1243	58	36	1	0
7819099	1243	58	36	1	0
13723974	1243	58	36	1	0
12660837	1243	58	36	1	0
11415205	1243	58	36	1	0
14278025	1243	58	36	1	0
21991147	601	61	39	1	0
2545024	601	61	39	1	0
1524590	601	61	39	1	0
17983813	601	61	39	1	0
10413098	601	61	39	1	0
20155381	601	61	39	1	0
16213721	601	61	39	1	0
8540260	601	61	39	1	0
13906832	601	61	39	1	0
17985315	601	61	39	1	0
9462206	601	61	39	1	0
22791415	601	61	39	1	0
6121846	601	61	39	1	0
23590067	601	61	39	1	0
13222883	1243	62	40	1	0
12960883	1243	62	40	1	0
13080320	1243	62	40	1	0
12724789	1243	62	40	1	0
13227943	1243	62	40	1	0
12783274	1243	62	40	1	0
12312335	1243	62	40	1	0
13211386	1243	62	40	1	0
13446278	1243	62	40	1	0
12291355	1243	62	40	1	0
13264363	1243	62	40	1	0
12319530	1243	62	40	1	0
12900018	1243	62	40	1	0
12590853	1243	62	40	1	0
12747902	1243	62	40	1	0
13192096	1243	62	40	1	0
12699554	1243	62	40	1	0
12509043	1243	62	40	1	0
12673543	1243	62	40	1	0
13413031	1243	62	40	1	0
12383186	1243	62	40	1	0
12479641	1243	62	40	1	0
12694255	1243	62	40	1	0
13395496	1243	62	40	1	0
13358718	1243	62	40	1	0
13402320	1243	62	40	1	0
12146213	1243	62	40	1	0
13180744	1243	62	40	1	0
13472723	1243	62	40	1	0
12249729	1243	62	40	1	0
13413589	1243	62	40	1	0
12894092	1243	62	40	1	0
13099226	1243	62	40	0	1
12161109	1243	62	40	1	0
13384677	1243	62	40	1	0
12408087	1243	62	40	1	0
13109040	1243	62	40	1	0
12161882	1243	62	40	1	0
12632254	1243	62	40	1	0
12807073	1243	62	40	1	0
12305095	1243	62	40	1	0
12438217	1243	62	40	1	0
13197754	1243	62	40	1	0
13164576	1243	62	40	1	0
13461292	1243	62	40	1	0
13207454	1243	62	40	1	0
12440056	1243	62	40	1	0
13148463	1243	62	40	1	0
12418218	1243	62	40	1	0
13437748	1243	62	40	1	0
13205395	1243	62	40	1	0
12520202	1243	62	40	1	0
13200979	1243	62	40	1	0
13279873	1243	62	40	1	0
13266955	1243	62	40	1	0
12670262	1243	62	40	1	0
13205260	1243	62	40	1	0
13220874	1243	62	40	1	0
12636412	1243	62	40	1	0
13205260	1243	62	40	1	0
12947548	1243	62	40	1	0
12429613	1243	62	40	1	0
12227206	1243	62	40	1	0
12367498	1243	62	40	1	0
13064516	1243	62	40	1	0
13308150	1243	62	40	0	1
12461816	1243	62	40	1	0
13000376	1243	62	40	1	0
12695694	1243	62	40	1	0
13079360	1243	62	40	1	0
13205229	1243	62	40	1	0
12485779	1243	62	40	1	0
12680587	1243	62	40	1	0
12789288	1243	62	40	1	0
12379398	1243	62	40	1	0
13295823	1243	62	40	1	0
12752552	1243	62	40	1	0
